Date,Invoice No,Product Name,Category,Batch No,Expiry Date,Quantity,Unit Price,Total Sales,Distributor,City,Branch,Sales Rep,Payment Status
2025-10-08 00:00:00,INV-5847,Ibuprofen 400mg,Capsule,B-45,2025-12-22,720,97.4,70128.0,HealthPlus,Vadodara,Branch B,Amit,Paid
2025-05-01 00:00:00,INV-4850,Ibuprofen 400mg,Syrup,B-30,2025-04-10,-208,22.21,4619.68,ABC Pharma,Ahmedabad,Branch A,Priya,Partial
2025-02-22 00:00:00,INV-7394,Vitamin D Capsules,Capsule,B-45,2025-12-18,627,88.85,55708.95,ABC Pharma,Ahmedabad,Branch A,Amit,Paid
2025-06-01 00:00:00,INV-3324,Cough Syrup,Capsule,B-15,2025-01-31,77,34.76,2676.52,Care Distributors,Vadodara,Branch A,Raj,Paid
2025-10-02 00:00:00,INV-6481,Cough Syrup,Syrup,B-19,2025-03-04,873,43.88,38307.240000000005,Care Distributors,Vadodara,Branch A,Raj,Paid
2025-04-08 00:00:00,INV-1232,Ibuprofen 400mg,Syrup,B-40,2025-07-18,934,79.85,74579.9,Medico Supplies,Ahmedabad,Branch A,Raj,Paid
2025-12-31 00:00:00,INV-4765,Vitamin D Capsules,Tablet,B-6,2025-12-14,513,86.08,44159.04,Medico Supplies,Ahmedabad,Branch B,Neha,Partial
2025-10-20 00:00:00,INV-2541,Azithromycin 250mg,Capsule,B-33,2025-04-07,893,85.53,76378.29000000001,Medico Supplies,Vadodara,Branch B,Priya,Paid
2025-04-28 00:00:00,INV-4261,Azithromycin 250mg,Syrup,B-45,2025-07-13,862,11.08,9550.960000000001,HealthPlus,Vadodara,Branch A,Neha,
2025-09-14 00:00:00,INV-9435,Paracetamol 500mg,Capsule,B-4,2025-07-27,75,26.01,1950.7500000000002,ABC Pharma,Ahmedabad,Branch B,Amit,Paid
2025-10-18 00:00:00,INV-1546,Ibuprofen 400mg,Capsule,B-47,2025-07-07,889,64.12,57002.68000000001,Medico Supplies,Vadodara,Branch A,Priya,Paid
2025-01-04 00:00:00,INV-9015,Vitamin D Capsules,Syrup,B-47,2025-02-09,189,12.32,2328.48,Care Distributors,Vadodara,Branch B,Neha,Paid
2025-04-13 00:00:00,INV-4041,Azithromycin 250mg,Capsule,B-47,2025-11-30,331,12.21,4041.51,ABC Pharma,Ahmedabad,Branch B,Raj,Paid
2025-11-24 00:00:00,INV-7612,Azithromycin 250mg,Tablet,B-46,2025-03-15,93,28.59,2658.87,Medico Supplies,Ahmedabad,Branch B,Priya,Paid
2025-03-17 00:00:00,INV-9674,Azithromycin 250mg,Capsule,B-24,2025-08-06,422,39.06,16483.32,Care Distributors,Vadodara,Branch A,Neha,Paid
2025-03-02 00:00:00,INV-2713,Ibuprofen 400mg,Tablet,B-10,2025-08-03,295,32.52,9593.400000000001,HealthPlus,Vadodara,Branch B,Neha,Pending
2025-03-07 00:00:00,INV-6854,Ibuprofen 400mg,Capsule,B-22,2025-09-29,550,83.07,45688.49999999999,HealthPlus,Ahmedabad,Branch A,Amit,Partial
2025-08-13 00:00:00,INV-8561,Cough Syrup,Tablet,B-2,2025-09-06,810,69.04,55922.4,HealthPlus,Ahmedabad,Branch A,Raj,
2025-11-26 00:00:00,INV-3256,Vitamin D Capsules,Syrup,B-42,2025-01-02,589,86.3,50830.7,HealthPlus,Ahmedabad,Branch B,Neha,Pending
2025-07-06 00:00:00,INV-5256,Azithromycin 250mg,Syrup,B-38,2025-10-15,923,84.78,78251.94,Care Distributors,Vadodara,Branch A,Priya,Paid
2025-03-03 00:00:00,INV-1420,Vitamin D Capsules,Tablet,B-20,2025-05-08,782,1.05,821.1,HealthPlus,Ahmedabad,Branch B,Neha,Pending
2025-05-21 00:00:00,INV-5749,Ibuprofen 400mg,Syrup,B-43,2025-08-05,470,4.75,2232.5,Care Distributors,Vadodara,Branch A,Priya,Partial
2025-07-31 00:00:00,INV-1037,Azithromycin 250mg,Syrup,B-19,2025-11-27,43,46.99,2020.5700000000002,Care Distributors,Vadodara,Branch A,Priya,Paid
2025-06-03 00:00:00,INV-5775,Azithromycin 250mg,Capsule,B-40,2025-03-05,587,24.12,14158.44,Care Distributors,Ahmedabad,Branch B,Amit,Pending
2025-02-07 00:00:00,INV-9969,Paracetamol 500mg,Syrup,B-17,2025-05-15,466,67.62,31510.920000000002,ABC Pharma,Vadodara,Branch A,Amit,Partial
2025-03-08 00:00:00,INV-8528,Cough Syrup,Syrup,B-44,2025-05-04,889,93.04,82712.56000000001,HealthPlus,Ahmedabad,Branch A,Amit,Pending
2025-07-29 00:00:00,INV-8226,Cough Syrup,Tablet,B-10,2025-04-13,4,41.52,166.08,ABC Pharma,Ahmedabad,Branch B,Amit,Pending
2025-01-10 00:00:00,INV-1764,Ibuprofen 400mg,Syrup,B-32,2025-07-04,241,63.85,15387.85,Medico Supplies,Vadodara,Branch A,Amit,Pending
2025-07-29 00:00:00,INV-5791,Azithromycin 250mg,Tablet,B-31,2025-01-05,470,28.14,13225.800000000001,Care Distributors,Ahmedabad,Branch B,Priya,Paid
2025-04-30 00:00:00,INV-3645,Vitamin D Capsules,Capsule,B-38,2025-06-03,348,88.08,30651.84,HealthPlus,Vadodara,Branch A,Neha,
2025-05-12 00:00:00,INV-5090,Vitamin D Capsules,Tablet,B-11,2025-12-23,929,65.79,61118.91,Care Distributors,Vadodara,Branch A,Neha,Partial
2025-10-13 00:00:00,INV-5669,Cough Syrup,Tablet,B-38,2025-01-26,78,62.79,4897.62,Medico Supplies,Ahmedabad,Branch A,Raj,Partial
2025-03-13 00:00:00,INV-7488,Cough Syrup,Capsule,B-49,2025-12-08,116,41.97,4868.5199999999995,Medico Supplies,Ahmedabad,Branch A,Neha,Paid
2025-01-20 00:00:00,INV-6070,Azithromycin 250mg,Capsule,B-42,2025-10-21,879,27.69,24339.510000000002,ABC Pharma,Ahmedabad,Branch B,Amit,Partial
2025-06-04 00:00:00,INV-2955,Cough Syrup,Capsule,B-6,2025-06-10,222,72.9,16183.800000000001,ABC Pharma,Vadodara,Branch A,Raj,Partial
2025-02-25 00:00:00,INV-8017,Cough Syrup,Tablet,B-49,2025-07-25,420,54.01,22684.2,Care Distributors,Vadodara,Branch A,Raj,Pending
2025-02-12 00:00:00,INV-3434,Vitamin D Capsules,Tablet,B-46,2025-11-16,903,78.21,70623.62999999999,HealthPlus,Vadodara,Branch B,Neha,
2025-09-04 00:00:00,INV-9984,Vitamin D Capsules,Syrup,B-13,2025-05-29,436,83.6,36449.6,HealthPlus,Vadodara,Branch A,Neha,Partial
2025-07-31 00:00:00,INV-5588,Azithromycin 250mg,Syrup,B-29,2025-05-27,736,13.15,,Care Distributors,Ahmedabad,Branch B,Amit,Paid
2025-03-29 00:00:00,INV-3752,Azithromycin 250mg,Capsule,B-44,2025-02-11,427,47.94,20470.379999999997,Care Distributors,Ahmedabad,Branch A,Raj,Partial
2025-05-30 00:00:00,INV-3135,Vitamin D Capsules,Capsule,B-17,2025-10-18,617,8.66,5343.22,Medico Supplies,Ahmedabad,Branch B,Priya,
2025-07-05 00:00:00,INV-7874,Cough Syrup,Syrup,B-8,2025-11-05,768,25.54,19614.72,Care Distributors,Vadodara,Branch B,Neha,Pending
2025-11-29 00:00:00,INV-8081,Cough Syrup,Tablet,B-29,2025-04-24,478,78.96,37742.88,HealthPlus,Vadodara,Branch B,Raj,
2025-07-06 00:00:00,INV-2420,Vitamin D Capsules,Syrup,B-31,2025-02-18,419,73.04,30603.760000000002,HealthPlus,Ahmedabad,Branch B,Priya,Pending
2025-08-19 00:00:00,INV-3941,Paracetamol 500mg,Tablet,B-48,2025-09-17,753,93.66,70525.98,HealthPlus,Ahmedabad,Branch A,Amit,Partial
2025-03-11 00:00:00,INV-2725,Paracetamol 500mg,Capsule,B-27,2025-08-30,189,65.74,12424.859999999999,Care Distributors,Vadodara,Branch A,Amit,Partial
2025-10-06 00:00:00,INV-7394,Ibuprofen 400mg,Capsule,B-17,2025-07-26,123,92.58,11387.34,Medico Supplies,Ahmedabad,Branch B,Priya,Partial
2025-07-15 00:00:00,INV-8880,Paracetamol 500mg,Tablet,B-4,2025-04-11,832,38.39,,ABC Pharma,Ahmedabad,Branch A,Raj,
2025-01-04 00:00:00,INV-6263,Cough Syrup,Capsule,B-3,2025-08-22,325,55.5,18037.5,Medico Supplies,Ahmedabad,Branch B,Raj,Paid
2025-09-14 00:00:00,INV-7535,Azithromycin 250mg,Tablet,B-44,2025-04-13,902,71.65,64628.3,HealthPlus,Vadodara,Branch B,Neha,Pending
2025-11-02 00:00:00,INV-4127,Vitamin D Capsules,Tablet,B-18,2025-10-30,187,90.53,16929.11,Medico Supplies,Vadodara,Branch B,Raj,Partial
2025-11-05 00:00:00,INV-7430,Azithromycin 250mg,Tablet,B-26,2025-01-05,645,33.02,21297.9,Care Distributors,Ahmedabad,Branch A,Raj,Partial
2025-09-30 00:00:00,INV-1925,Cough Syrup,Syrup,B-15,2025-02-02,902,30.73,27718.46,HealthPlus,Vadodara,Branch B,Raj,Pending
2025-02-02 00:00:00,INV-6671,paracetamol 500mg,Tablet,B-22,2025-10-16,945,21.49,20308.05,ABC Pharma,Vadodara,Branch A,Neha,Partial
2025-04-05 00:00:00,INV-5103,Cough Syrup,Syrup,B-37,2025-12-31,716,37.7,26993.2,HealthPlus,Ahmedabad,Branch B,Neha,Partial
2025-05-23 00:00:00,INV-9822,Cough Syrup,Capsule,B-41,2025-12-01,10,2.38,23.799999999999997,Medico Supplies,Vadodara,Branch A,Priya,
2025-04-14 00:00:00,INV-2698,Vitamin D Capsules,Syrup,B-10,2025-02-08,678,59.14,40096.92,HealthPlus,Vadodara,Branch A,Neha,Paid
2025-10-08 00:00:00,INV-9659,Vitamin D Capsules,Syrup,B-40,2025-02-24,573,12.9,7391.7,Medico Supplies,Ahmedabad,Branch B,Priya,Paid
2025-02-17 00:00:00,INV-3194,Azithromycin 250mg,Syrup,B-22,2025-05-02,297,76.53,22729.41,HealthPlus,Vadodara,Branch A,Amit,Paid
2025-05-20 00:00:00,INV-6396,Vitamin D Capsules,Syrup,B-43,2025-11-19,131,52.4,6864.4,HealthPlus,Vadodara,Branch A,Neha,Paid
2025-07-03 00:00:00,INV-1742,Azithromycin 250mg,Capsule,B-42,2025-04-26,422,83.31,35156.82,Care Distributors,Ahmedabad,Branch A,Raj,Paid
2025-10-05 00:00:00,INV-1124,Ibuprofen 400mg,Tablet,B-29,2025-08-05,675,47.98,32386.499999999996,ABC Pharma,Ahmedabad,Branch A,Amit,Partial
2025-03-29 00:00:00,INV-5819,Paracetamol 500mg,Syrup,B-5,2025-11-28,116,13.04,1512.6399999999999,Medico Supplies,Ahmedabad,Branch A,Priya,Partial
2025-05-22 00:00:00,INV-3513,Cough Syrup,Syrup,B-37,2025-05-28,546,47.54,25956.84,ABC Pharma,Ahmedabad,Branch B,Raj,Partial
2025-08-22 00:00:00,INV-6802,Azithromycin 250mg,Syrup,B-35,2025-04-22,739,66.57,49195.229999999996,HealthPlus,Vadodara,Branch B,Neha,Partial
2025-01-30 00:00:00,INV-5321,Azithromycin 250mg,Tablet,B-3,2025-09-14,474,58.35,27657.9,Medico Supplies,Vadodara,Branch B,Priya,
2025-06-15 00:00:00,INV-2611,Ibuprofen 400mg,Capsule,B-34,2025-08-22,283,87.17,24669.11,ABC Pharma,Ahmedabad,Branch A,Neha,Partial
2025-12-23 00:00:00,INV-7638,Azithromycin 250mg,Tablet,B-47,2025-11-21,340,54.79,18628.6,HealthPlus,Ahmedabad,Branch A,Amit,
2025-05-19 00:00:00,INV-8934,Vitamin D Capsules,Syrup,B-35,2025-06-01,-224,16.19,3626.5600000000004,ABC Pharma,Ahmedabad,Branch B,Amit,
2025-04-05 00:00:00,INV-8158,Ibuprofen 400mg,Capsule,B-13,2025-01-04,651,90.4,58850.4,Care Distributors,Ahmedabad,Branch A,Neha,Pending
2025-01-24 00:00:00,INV-5358,Paracetamol 500mg,Syrup,B-18,2025-01-30,939,37.85,35541.15,Care Distributors,Vadodara,Branch A,Raj,Paid
2025-06-15 00:00:00,INV-1834,Vitamin D Capsules,Syrup,B-42,2025-02-14,261,28.5,7438.5,HealthPlus,Ahmedabad,Branch A,Neha,Pending
2025-10-02 00:00:00,INV-7014,Vitamin D Capsules,Tablet,B-1,2025-09-05,892,48.35,43128.200000000004,Medico Supplies,Ahmedabad,Branch A,Neha,
2025-11-23 00:00:00,INV-4670,Ibuprofen 400mg,Capsule,B-13,2025-08-31,807,5.71,4607.97,Medico Supplies,Ahmedabad,Branch B,Raj,Pending
2025-11-11 00:00:00,INV-5749,Ibuprofen 400mg,Tablet,B-29,2025-09-14,743,92.23,68526.89,ABC Pharma,Vadodara,Branch A,Raj,
2025-03-03 00:00:00,INV-5910,Ibuprofen 400mg,Tablet,B-12,2025-04-28,67,35.03,2347.01,HealthPlus,Vadodara,Branch B,Amit,
2025-01-08 00:00:00,INV-6861,Ibuprofen 400mg,Tablet,B-19,2025-04-15,188,28.57,5371.16,HealthPlus,Vadodara,Branch B,Priya,Partial
2025-06-05 00:00:00,INV-6784,Ibuprofen 400mg,Tablet,B-44,2025-02-01,890,81.72,72730.8,Medico Supplies,Vadodara,Branch B,Neha,Partial
2025-08-27 00:00:00,INV-3557,Azithromycin 250mg,Tablet,B-49,2025-01-02,669,63.31,42354.39,HealthPlus,Ahmedabad,Branch A,Priya,Paid
2025-11-01 00:00:00,INV-5345,Azithromycin 250mg,Capsule,B-38,2025-08-05,969,80.0,77520.0,Care Distributors,Vadodara,Branch A,Neha,Paid
2025-04-03 00:00:00,INV-4420,Ibuprofen 400mg,Capsule,B-2,2025-07-21,972,43.21,42000.12,Care Distributors,Ahmedabad,Branch B,Priya,
2025-09-06 00:00:00,INV-3554,Paracetamol 500mg,Tablet,B-49,2025-07-11,608,21.28,12938.240000000002,Care Distributors,Vadodara,Branch A,Priya,
2025-08-17 00:00:00,INV-8817,Paracetamol 500mg,Syrup,B-40,2025-04-05,738,29.41,21704.58,Care Distributors,Ahmedabad,Branch A,Raj,Partial
2025-12-31 00:00:00,INV-8955,Ibuprofen 400mg,Tablet,B-48,2025-02-18,756,22.37,16911.72,HealthPlus,Vadodara,Branch B,Raj,Partial
2025-10-30 00:00:00,INV-7686,Azithromycin 250mg,Tablet,B-9,2025-11-28,433,57.91,25075.03,HealthPlus,Vadodara,Branch A,Amit,Partial
2025-04-05 00:00:00,INV-5734,Cough Syrup,Tablet,B-9,2025-01-22,136,35.3,4800.799999999999,Care Distributors,Vadodara,Branch B,Neha,Pending
2025-12-15 00:00:00,INV-1122,Vitamin D Capsules,Capsule,B-17,2025-03-27,22,34.2,752.4000000000001,Care Distributors,Vadodara,Branch A,Neha,Pending
2025-11-03 00:00:00,INV-9878,Cough Syrup,Capsule,B-46,2025-01-28,682,90.67,61836.94,Medico Supplies,Vadodara,Branch B,Priya,Partial
2025-12-13 00:00:00,INV-4513,Vitamin D Capsules,Capsule,B-31,2025-04-10,881,96.64,85139.84,HealthPlus,Ahmedabad,Branch A,Raj,Pending
2025-07-16 00:00:00,INV-9173,Ibuprofen 400mg,Syrup,B-32,2025-03-09,969,57.28,55504.32,Care Distributors,Ahmedabad,Branch B,Amit,Pending
2025-08-20 00:00:00,INV-3264,Vitamin D Capsules,Tablet,B-30,2025-01-10,848,46.62,39533.759999999995,Medico Supplies,Ahmedabad,Branch A,Neha,
2025-11-26 00:00:00,INV-4818,Paracetamol 500mg,Capsule,B-41,2025-05-14,25,7.7,192.5,HealthPlus,Ahmedabad,Branch A,Priya,Partial
2025-09-04 00:00:00,INV-3912,Azithromycin 250mg,Tablet,B-12,2025-06-15,142,7.62,1082.04,Care Distributors,Ahmedabad,Branch B,Neha,Paid
2025-10-23 00:00:00,INV-3701,Cough Syrup,Tablet,B-23,2025-03-16,198,91.95,18206.100000000002,HealthPlus,Vadodara,Branch B,Neha,Pending
2025-01-27 00:00:00,INV-3954,Paracetamol 500mg,Tablet,B-23,2025-04-14,383,57.67,22087.61,HealthPlus,Ahmedabad,Branch B,Raj,Pending
2025-11-29 00:00:00,INV-5266,Vitamin D Capsules,Tablet,B-48,2025-04-18,510,71.42,36424.200000000004,Care Distributors,Vadodara,Branch B,Amit,Partial
2025-11-25 00:00:00,INV-4719,Azithromycin 250mg,Tablet,B-6,2025-04-13,201,51.97,10445.97,Care Distributors,Vadodara,Branch A,Amit,Pending
2025-09-05 00:00:00,INV-8401,Vitamin D Capsules,Capsule,B-38,2025-06-08,95,3.25,308.75,Medico Supplies,Vadodara,Branch B,Raj,Partial
2025-12-23 00:00:00,INV-4134,Azithromycin 250mg,Tablet,B-35,2025-10-14,642,87.91,56438.22,ABC Pharma,Vadodara,Branch A,Priya,Partial
2025-07-17 00:00:00,INV-1656,Ibuprofen 400mg,Syrup,B-24,2025-09-29,643,6.99,,ABC Pharma,Vadodara,Branch B,Amit,Paid
2025-02-08 00:00:00,INV-4494,Ibuprofen 400mg,Tablet,B-44,2025-03-01,130,4.74,616.2,ABC Pharma,Vadodara,Branch B,Neha,
2025-04-23 00:00:00,INV-3386,Ibuprofen 400mg,Capsule,B-27,2025-05-05,205,79.58,16313.9,Medico Supplies,Vadodara,Branch B,Raj,Pending
2025-06-24 00:00:00,INV-5490,Ibuprofen 400mg,Capsule,B-16,2025-12-30,165,87.48,14434.2,Care Distributors,Vadodara,Branch A,Amit,
2025-09-12 00:00:00,INV-2820,Ibuprofen 400mg,Tablet,B-5,2025-08-21,8,38.27,306.16,Care Distributors,Ahmedabad,Branch A,Amit,
2025-05-29 00:00:00,INV-3583,Azithromycin 250mg,Capsule,B-5,2025-04-01,48,60.75,2916.0,Medico Supplies,Ahmedabad,Branch A,Neha,Paid
2025-04-23 00:00:00,INV-2620,Azithromycin 250mg,Capsule,B-36,2025-05-21,115,91.41,10512.15,Medico Supplies,Ahmedabad,Branch A,Raj,
2025-10-06 00:00:00,INV-5861,Azithromycin 250mg,Syrup,B-37,2025-01-07,456,85.44,38960.64,Medico Supplies,Ahmedabad,Branch A,Neha,
2025-05-22 00:00:00,INV-1527,Paracetamol 500mg,Syrup,B-38,2025-06-26,474,90.29,42797.46000000001,Medico Supplies,Ahmedabad,Branch A,Neha,
2025-12-18 00:00:00,INV-7520,Vitamin D Capsules,Syrup,B-44,2025-08-31,566,10.45,5914.7,Medico Supplies,Ahmedabad,Branch A,Priya,Pending
2025-03-26 00:00:00,INV-2966,Paracetamol 500mg,Capsule,B-45,2025-08-04,985,9.53,9387.05,Medico Supplies,Ahmedabad,Branch B,Priya,Pending
2025-03-19 00:00:00,INV-1971,Cough Syrup,Tablet,B-13,2025-09-19,412,91.97,37891.64,Medico Supplies,Vadodara,Branch A,Priya,Partial
2025-12-02 00:00:00,INV-3001,cough syrup,Capsule,B-45,2025-01-08,100,52.59,5259.0,Care Distributors,Vadodara,Branch B,Neha,Partial
2025-06-04 00:00:00,INV-6309,ibuprofen 400mg,Capsule,B-6,2025-09-21,815,17.54,14295.099999999999,Medico Supplies,Ahmedabad,Branch A,Amit,
2025-12-30 00:00:00,INV-3546,Vitamin D Capsules,Capsule,B-38,2025-01-20,400,4.26,1704.0,ABC Pharma,Vadodara,Branch B,Raj,Pending
2025-07-07 00:00:00,INV-1797,Ibuprofen 400mg,Syrup,B-28,2025-10-13,428,33.11,14171.08,Care Distributors,Ahmedabad,Branch B,Raj,Pending
2025-01-14 00:00:00,INV-1025,Ibuprofen 400mg,Tablet,B-38,2025-12-11,734,61.07,44825.38,HealthPlus,Vadodara,Branch B,Amit,
2025-03-04 00:00:00,INV-4972,Vitamin D Capsules,Syrup,B-25,2025-08-14,906,70.05,63465.299999999996,ABC Pharma,Vadodara,Branch B,Neha,Paid
2025-02-02 00:00:00,INV-4077,Ibuprofen 400mg,Syrup,B-27,2025-09-08,60,66.67,4000.2000000000003,Medico Supplies,Ahmedabad,Branch B,Raj,
2025-05-03 00:00:00,INV-9767,Azithromycin 250mg,Syrup,B-38,2025-11-24,837,96.82,81038.34,Care Distributors,Vadodara,Branch B,Raj,Partial
2025-10-28 00:00:00,INV-9247,Cough Syrup,Syrup,B-14,2025-06-19,346,51.94,17971.239999999998,ABC Pharma,Vadodara,Branch A,Neha,
2025-06-02 00:00:00,INV-2963,Azithromycin 250mg,Capsule,B-33,2025-07-29,107,55.85,5975.95,Medico Supplies,Vadodara,Branch B,Neha,Partial
2025-11-21 00:00:00,INV-1669,Azithromycin 250mg,Tablet,B-38,2025-11-13,235,15.55,3654.25,HealthPlus,Vadodara,Branch B,Raj,
2025-02-14 00:00:00,INV-1504,Ibuprofen 400mg,Syrup,B-38,2025-05-25,10,44.41,444.09999999999997,Medico Supplies,Vadodara,Branch A,Priya,Pending
2025-01-25 00:00:00,INV-5196,Azithromycin 250mg,Syrup,B-30,2025-11-30,585,85.23,49859.55,Care Distributors,Vadodara,Branch B,Priya,Pending
2025-08-15 00:00:00,INV-3343,Cough Syrup,Syrup,B-50,2025-05-30,186,2.33,433.38,Medico Supplies,Ahmedabad,Branch A,Raj,Paid
2025-11-18 00:00:00,INV-4203,Ibuprofen 400mg,Tablet,B-36,2025-05-01,62,56.91,3528.4199999999996,Care Distributors,Ahmedabad,Branch A,Neha,Partial
2025-09-25 00:00:00,INV-8742,Azithromycin 250mg,Tablet,B-2,2025-10-09,668,94.73,63279.64,Care Distributors,Vadodara,Branch A,Amit,Paid
2025-01-18 00:00:00,INV-5527,Vitamin D Capsules,Syrup,B-12,2025-11-01,121,27.11,3280.31,HealthPlus,Ahmedabad,Branch A,Neha,Pending
2025-12-27 00:00:00,INV-3097,Cough Syrup,Tablet,B-12,2025-11-22,196,83.17,16301.32,HealthPlus,Vadodara,Branch A,Priya,Paid
2025-01-11 00:00:00,INV-3046,Cough Syrup,Syrup,B-8,2025-04-12,217,61.02,13241.34,Care Distributors,Ahmedabad,Branch B,Priya,Pending
2025-03-15 00:00:00,INV-8347,Paracetamol 500mg,Capsule,B-21,2025-11-21,465,77.74,36149.1,Medico Supplies,Vadodara,Branch B,Neha,Paid
2025-05-12 00:00:00,INV-9965,Paracetamol 500mg,Syrup,B-50,2025-02-02,103,8.0,824.0,Care Distributors,Ahmedabad,Branch A,Amit,Paid
2025-04-09 00:00:00,INV-6636,Paracetamol 500mg,Tablet,B-41,2025-07-18,158,60.29,9525.82,ABC Pharma,Vadodara,Branch B,Priya,
2025-03-19 00:00:00,INV-8706,Paracetamol 500mg,Capsule,B-46,2025-12-17,998,43.45,43363.100000000006,ABC Pharma,Ahmedabad,Branch A,Raj,Pending
2025-04-19 00:00:00,INV-3848,Vitamin D Capsules,Capsule,B-40,2025-12-24,258,87.59,22598.22,HealthPlus,Ahmedabad,Branch A,Priya,Pending
2025-08-14 00:00:00,INV-2077,Cough Syrup,Tablet,B-29,2025-04-13,845,75.36,63679.2,Medico Supplies,Ahmedabad,Branch A,Raj,Partial
2025-03-21 00:00:00,INV-6008,Vitamin D Capsules,Tablet,B-9,2025-12-29,455,29.66,13495.3,HealthPlus,Ahmedabad,Branch B,Amit,Pending
2025-04-06 00:00:00,INV-5634,Azithromycin 250mg,Syrup,B-47,2025-01-25,31,92.77,2875.87,ABC Pharma,Ahmedabad,Branch A,Priya,
2025-04-07 00:00:00,INV-4906,Paracetamol 500mg,Tablet,B-1,2025-10-28,831,38.65,32118.149999999998,HealthPlus,Ahmedabad,Branch B,Neha,Partial
2025-11-07 00:00:00,INV-7280,Vitamin D Capsules,Syrup,B-44,2025-02-24,144,70.49,10150.56,HealthPlus,Vadodara,Branch B,Neha,Paid
2025-04-28 00:00:00,INV-7253,Azithromycin 250mg,Capsule,B-19,2025-12-20,127,7.84,995.68,Medico Supplies,Vadodara,Branch B,Neha,Pending
2025-01-19 00:00:00,INV-8605,Azithromycin 250mg,Tablet,B-33,2025-01-02,744,39.68,,Care Distributors,Vadodara,Branch B,Priya,Paid
2025-03-01 00:00:00,INV-9120,Cough Syrup,Tablet,B-20,2025-03-05,55,55.97,3078.35,ABC Pharma,Vadodara,Branch B,Raj,
2025-05-13 00:00:00,INV-7971,Ibuprofen 400mg,Tablet,B-28,2025-02-23,671,5.06,3395.2599999999998,HealthPlus,Ahmedabad,Branch B,Raj,Pending
2025-12-07 00:00:00,INV-5333,Azithromycin 250mg,Tablet,B-8,2025-05-03,810,29.69,24048.9,ABC Pharma,Vadodara,Branch A,Neha,Paid
2025-06-03 00:00:00,INV-4558,Azithromycin 250mg,Syrup,B-8,2025-02-25,24,69.19,1660.56,Medico Supplies,Vadodara,Branch A,Raj,
2025-02-13 00:00:00,INV-4326,Azithromycin 250mg,Syrup,B-47,2025-12-25,704,99.6,70118.4,Medico Supplies,Ahmedabad,Branch A,Priya,Partial
2025-09-10 00:00:00,INV-7764,Azithromycin 250mg,Syrup,B-31,2025-10-24,170,83.15,14135.500000000002,HealthPlus,Ahmedabad,Branch A,Priya,Partial
2025-03-01 00:00:00,INV-8935,Paracetamol 500mg,Tablet,B-44,2025-02-26,99,37.71,3733.29,Medico Supplies,Vadodara,Branch B,Priya,Pending
2025-07-27 00:00:00,INV-7839,Paracetamol 500mg,Capsule,B-3,2025-02-05,82,38.9,3189.7999999999997,Care Distributors,Ahmedabad,Branch A,Priya,Partial
2025-02-06 00:00:00,INV-1961,Vitamin D Capsules,Capsule,B-42,2025-11-12,326,72.14,23517.64,Medico Supplies,Vadodara,Branch A,Priya,Partial
2025-07-01 00:00:00,INV-8620,Ibuprofen 400mg,Capsule,B-49,2025-01-05,686,67.12,46044.32,HealthPlus,Vadodara,Branch B,Amit,
2025-02-15 00:00:00,INV-1183,Vitamin D Capsules,Capsule,B-10,2025-03-28,697,36.71,25586.87,Care Distributors,Vadodara,Branch B,Amit,Partial
2025-03-19 00:00:00,INV-1453,Paracetamol 500mg,Syrup,B-9,2025-02-20,479,21.84,10461.36,HealthPlus,Ahmedabad,Branch A,Priya,Paid
2025-07-24 00:00:00,INV-5645,Vitamin D Capsules,Syrup,B-4,2025-10-10,229,56.5,12938.5,Medico Supplies,Ahmedabad,Branch B,Neha,Partial
2025-07-28 00:00:00,INV-7928,Azithromycin 250mg,Syrup,B-28,2025-12-07,408,83.38,34019.04,HealthPlus,Vadodara,Branch B,Raj,Paid
2025-02-05 00:00:00,INV-7515,Cough Syrup,Capsule,B-4,2025-12-27,534,49.95,,Medico Supplies,Ahmedabad,Branch A,Amit,
2025-10-14 00:00:00,INV-8210,Paracetamol 500mg,Syrup,B-43,2025-06-30,351,6.93,2432.43,Care Distributors,Ahmedabad,Branch B,Priya,Partial
2025-11-10 00:00:00,INV-5258,Azithromycin 250mg,Tablet,B-11,2025-01-15,968,62.25,60258.0,HealthPlus,Ahmedabad,Branch A,Amit,Pending
2025-04-14 00:00:00,INV-9023,Vitamin D Capsules,Syrup,B-47,2025-10-30,902,14.26,,Care Distributors,Vadodara,Branch A,Raj,Paid
2025-12-10 00:00:00,INV-8243,Vitamin D Capsules,Syrup,B-45,2025-09-06,298,96.92,28882.16,Medico Supplies,Vadodara,Branch B,Neha,Partial
2025-11-18 00:00:00,INV-9607,Azithromycin 250mg,Capsule,B-31,2025-05-08,269,98.2,26415.8,Care Distributors,Ahmedabad,Branch B,Amit,Paid
2025-07-07 00:00:00,INV-9071,Ibuprofen 400mg,Capsule,B-49,2025-09-12,594,1.26,748.44,Care Distributors,Ahmedabad,Branch A,Priya,Paid
2025-06-25 00:00:00,INV-5498,Azithromycin 250mg,Capsule,B-37,2025-11-26,601,43.34,26047.340000000004,Care Distributors,Ahmedabad,Branch A,Raj,Partial
2025-12-14 00:00:00,INV-4387,Ibuprofen 400mg,Tablet,B-32,2025-11-26,999,2.98,2977.02,Care Distributors,Ahmedabad,Branch A,Amit,Paid
